"","Id","Age_Cohort","Age","Gender","Expenditures","Ethnicity"
"985",98382,"51 +",54,"Female",46312,"White not Hispanic"
"986",98428,"22-50",24,"Male",49449,"Asian"
"987",98522,"13-17",13,"Female",3097,"White not Hispanic"
"988",98547,"13-17",13,"Female",3392,"White not Hispanic"
"989",98562,"13-17",15,"Female",3641,"Hispanic"
"990",98683,"6-12",8,"Male",2441,"Hispanic"
"991",98792,"0-5",5,"Male",1411,"Hispanic"
"992",99046,"22-50",30,"Female",35231,"White not Hispanic"
"993",99114,"18-21",18,"Male",5298,"Hispanic"
"994",99147,"18-21",20,"Male",7288,"Asian"
"995",99529,"0-5",2,"Male",2258,"Multi Race"
"996",99622,"51 +",86,"Female",57055,"White not Hispanic"
"997",99715,"18-21",20,"Male",7494,"Hispanic"
"998",99718,"13-17",17,"Female",3673,"Multi Race"
"999",99791,"6-12",10,"Male",3638,"Hispanic"
"1000",99898,"22-50",23,"Male",26702,"White not Hispanic"
